service_id,sunday,monday,tuesday,wednesday,thursday,friday,saturday,start_date,end_date
54,1,1,1,1,1,0,0,20250402,20250427
55,1,1,1,1,1,0,0,20250328,20250329
56,1,1,1,1,1,0,0,20250402,20250427
57,1,1,1,1,1,0,0,20250328,20250329
58,1,1,1,1,1,0,0,20250328,20250329
59,1,1,1,1,1,0,0,20250402,20250427
60,0,0,0,0,0,1,0,20250328,20250427
61,1,1,1,1,1,0,0,20250328,20250427
62,1,1,1,1,1,1,0,20250328,20250329
63,1,1,1,1,1,1,0,20250331,20250427
64,1,1,1,1,1,0,0,20250328,20250329
65,1,1,1,1,1,0,0,20250402,20250427
66,1,1,1,1,1,0,0,20250402,20250427
67,1,1,1,1,1,0,0,20250328,20250329
68,1,1,1,1,1,1,0,20250328,20250329
69,1,1,1,1,1,1,0,20250402,20250427
70,1,1,1,1,1,1,0,20250402,20250427
71,1,1,1,1,1,1,0,20250328,20250329
72,1,1,1,1,1,0,0,20250328,20250329
73,1,1,1,1,1,0,0,20250402,20250427
74,1,1,1,1,1,0,0,20250328,20250329
75,1,1,1,1,1,0,0,20250402,20250427
76,1,1,1,1,1,0,0,20250328,20250329
77,1,1,1,1,1,0,0,20250402,20250427
78,1,1,1,1,1,1,0,20250328,20250329
79,1,1,1,1,1,1,0,20250331,20250427
80,1,1,1,1,1,1,0,20250328,20250427
81,1,1,1,1,1,1,0,20250328,20250427
82,1,1,1,1,1,0,0,20250328,20250427
83,0,0,0,0,0,1,0,20250328,20250427
84,1,1,1,1,1,0,0,20250328,20250427
85,1,1,1,1,1,0,0,20250328,20250427
86,0,0,0,0,0,1,0,20250328,20250427
87,1,0,0,0,0,0,0,20250402,20250427
88,1,0,0,0,0,0,0,20250328,20250329
89,1,1,1,1,1,1,0,20250402,20250427
90,1,1,1,1,1,1,0,20250328,20250329
91,1,1,1,1,1,0,0,20250328,20250329
92,1,1,1,1,1,0,0,20250402,20250427
93,1,1,1,1,1,0,0,20250402,20250427
94,0,0,0,0,0,1,0,20250402,20250427
95,0,0,0,0,0,1,0,20250328,20250329
96,1,1,1,1,1,0,0,20250328,20250329
97,0,0,0,0,0,1,0,20250328,20250329
98,1,1,1,1,1,0,0,20250328,20250329
99,1,1,1,1,1,0,0,20250402,20250427
100,0,0,0,0,0,1,0,20250402,20250427
101,1,1,1,1,1,1,0,20250402,20250427
102,1,0,0,0,0,0,0,20250402,20250427
103,1,1,1,1,1,1,0,20250328,20250329
104,1,0,0,0,0,0,0,20250328,20250329
105,1,1,1,1,1,1,0,20250328,20250329
106,1,1,1,1,1,1,0,20250331,20250427
107,1,1,1,1,1,0,0,20250402,20250427
108,1,1,1,1,1,0,0,20250328,20250329
109,1,1,1,1,1,1,0,20250328,20250329
110,1,1,1,1,1,1,0,20250402,20250427
111,0,0,0,0,0,1,0,20250402,20250427
112,0,0,0,0,0,1,0,20250328,20250329
113,0,0,0,0,0,1,0,20250328,20250329
114,1,1,1,1,1,0,0,20250402,20250427
115,0,0,0,0,0,1,0,20250402,20250427
116,1,1,1,1,1,0,0,20250328,20250329
117,1,1,1,1,1,1,0,20250328,20250427
118,1,1,1,1,1,0,0,20250328,20250329
119,1,1,1,1,1,0,0,20250402,20250427
120,0,0,0,0,0,0,1,20250328,20250427
121,1,1,1,1,1,1,0,20250328,20250329
122,1,1,1,1,1,1,0,20250402,20250427
123,0,0,0,0,0,1,0,20250402,20250427
124,1,1,1,1,1,0,0,20250328,20250329
125,1,1,1,1,1,0,0,20250402,20250427
126,0,0,0,0,0,1,0,20250328,20250329
127,1,1,1,1,1,0,0,20250402,20250427
128,1,1,1,1,1,0,0,20250328,20250329
129,0,0,0,0,0,1,0,20250402,20250427
130,0,0,0,0,0,1,0,20250328,20250329
131,1,1,1,1,1,0,0,20250402,20250427
132,1,1,1,1,1,0,0,20250328,20250329
133,1,1,1,1,1,0,0,20250402,20250427
134,1,1,1,1,1,0,0,20250328,20250329
135,1,1,1,1,1,1,1,20250402,20250427
136,1,1,1,1,1,1,0,20250328,20250329
137,1,1,1,1,1,1,0,20250402,20250427
138,1,1,1,1,1,0,0,20250402,20250427
139,1,1,1,1,1,0,0,20250328,20250329
140,1,1,1,1,1,0,0,20250328,20250329
141,1,1,1,1,1,0,0,20250402,20250427
142,1,1,1,1,1,0,0,20250328,20250427
143,0,0,0,0,0,1,0,20250328,20250427
144,1,1,1,1,1,1,0,20250328,20250427
145,1,1,1,1,1,0,0,20250328,20250427
146,0,0,0,0,0,1,0,20250328,20250329
147,1,1,1,1,1,0,0,20250328,20250329
148,1,1,1,1,1,0,0,20250331,20250427
149,0,0,0,0,0,1,0,20250331,20250427
150,0,0,0,0,0,1,0,20250331,20250427
151,0,0,0,0,0,1,0,20250328,20250329
152,1,1,1,1,1,0,0,20250331,20250427
153,1,1,1,1,1,0,0,20250328,20250329
154,0,0,0,0,0,1,0,20250331,20250427
155,1,1,1,1,1,0,0,20250331,20250427
156,1,1,1,1,1,0,0,20250328,20250329
157,0,0,0,0,0,1,0,20250328,20250329
158,1,1,1,1,1,1,0,20250328,20250329
159,1,1,1,1,1,1,0,20250402,20250427
160,1,1,1,1,1,0,0,20250402,20250427
161,1,1,1,1,1,1,0,20250328,20250329
162,1,1,1,1,1,0,0,20250328,20250329
163,1,1,1,1,1,1,0,20250402,20250427
164,1,1,1,1,1,1,0,20250328,20250427
165,0,0,0,0,0,1,0,20250328,20250427
166,1,1,1,1,1,0,0,20250328,20250427
167,1,1,1,1,1,0,0,20250331,20250427
168,0,0,0,0,0,1,0,20250328,20250329
169,1,1,1,1,1,0,0,20250328,20250329
170,0,0,0,0,0,1,0,20250331,20250427
171,1,1,1,1,1,1,0,20250328,20250329
172,1,1,1,1,1,0,0,20250402,20250427
173,1,1,1,1,1,1,0,20250402,20250427
174,1,1,1,1,1,0,0,20250328,20250329
175,1,1,1,1,1,0,0,20250328,20250427
176,0,0,0,0,0,1,0,20250328,20250427
177,1,1,1,1,1,0,0,20250328,20250427
178,1,1,1,1,1,0,0,20250402,20250427
179,1,1,1,1,1,0,0,20250328,20250329
180,0,0,0,0,1,0,0,20250402,20250427
181,0,0,0,0,1,0,0,20250328,20250329
182,1,1,1,1,1,0,0,20250328,20250329
183,1,1,1,1,1,0,0,20250402,20250427
184,1,1,1,1,1,1,0,20250328,20250427
185,1,1,1,1,1,0,0,20250402,20250410
186,1,1,1,1,1,0,0,20250419,20250427
187,1,1,1,1,1,0,0,20250328,20250329
188,1,1,1,1,1,0,0,20250413,20250413
189,1,1,1,1,1,0,0,20250413,20250413
190,1,1,1,1,1,0,0,20250328,20250329
191,1,1,1,1,1,0,0,20250419,20250427
192,1,1,1,1,1,0,0,20250402,20250410
193,1,1,1,1,1,0,0,20250413,20250413
194,1,1,1,1,1,0,0,20250328,20250329
195,1,1,1,1,1,0,0,20250419,20250427
196,1,1,1,1,1,0,0,20250402,20250410
197,0,0,0,0,0,1,0,20250402,20250427
198,1,1,1,1,1,0,0,20250402,20250427
199,1,1,1,1,1,0,0,20250328,20250329
200,0,0,0,0,0,1,0,20250328,20250329
201,0,0,0,0,0,1,0,20250413,20250417
202,0,0,0,0,0,1,0,20250328,20250329
203,0,0,0,0,0,1,0,20250402,20250410
204,1,1,1,1,1,0,0,20250419,20250427
205,1,1,1,1,1,0,0,20250413,20250417
206,1,1,1,1,1,0,0,20250402,20250410
207,0,0,0,0,0,1,0,20250419,20250427
208,1,1,1,1,1,0,0,20250328,20250329
209,1,1,1,1,1,1,0,20250328,20250427
210,1,1,1,1,1,1,0,20250328,20250427
211,1,1,1,1,1,0,0,20250402,20250410
212,1,1,1,1,1,0,0,20250419,20250427
213,1,1,1,1,1,0,0,20250328,20250329
214,1,1,1,1,1,0,0,20250413,20250413
215,1,1,1,1,1,1,0,20250328,20250329
216,1,1,1,1,1,1,0,20250402,20250427
217,1,1,1,1,1,0,0,20250328,20250329
218,0,0,0,0,0,1,0,20250402,20250427
219,0,0,0,0,0,1,0,20250328,20250329
220,1,1,1,1,1,0,0,20250402,20250427
221,1,1,1,1,1,0,0,20250328,20250427
222,1,1,1,1,1,0,0,20250402,20250427
223,1,1,1,1,1,0,0,20250328,20250329
224,1,1,1,1,1,0,0,20250418,20250427
225,1,1,1,1,1,0,0,20250413,20250413
226,1,1,1,1,1,0,0,20250328,20250329
227,1,1,1,1,1,0,0,20250402,20250410
228,1,1,1,1,1,0,0,20250328,20250329
229,1,1,1,1,1,0,0,20250402,20250427
230,1,1,1,1,1,0,0,20250402,20250427
231,1,1,1,1,1,1,0,20250402,20250427
232,1,1,1,1,1,1,0,20250328,20250329
233,1,1,1,1,1,0,0,20250328,20250329
234,0,0,0,0,0,1,0,20250328,20250329
235,0,0,0,0,0,1,0,20250402,20250427
236,1,1,1,1,1,0,0,20250328,20250427
237,1,1,1,1,1,0,0,20250328,20250427
238,1,1,1,1,1,0,0,20250328,20250427
239,0,0,0,0,0,1,0,20250328,20250427
240,0,1,1,1,1,1,1,20250328,20250328
241,1,0,0,0,0,0,0,20250403,20250427
242,0,1,1,1,1,1,1,20250403,20250427
243,1,0,0,0,0,0,0,20250328,20250328
244,1,0,0,0,0,0,0,20250403,20250427
245,1,0,0,0,0,0,0,20250328,20250329
246,1,1,1,1,1,1,1,20250328,20250329
247,0,1,1,1,1,0,1,20250403,20250427
248,1,1,1,1,1,1,0,20250328,20250329
249,1,1,1,1,1,1,0,20250403,20250427
250,0,1,1,1,1,0,1,20250328,20250329
251,1,1,1,1,1,1,1,20250403,20250427
252,1,0,0,0,0,0,0,20250403,20250427
253,1,0,0,0,0,0,0,20250328,20250329
254,1,1,1,1,1,0,0,20250403,20250412
255,1,1,1,1,1,1,0,20250403,20250412
256,1,1,1,1,1,0,0,20250328,20250329
257,1,1,1,1,1,1,0,20250328,20250329
258,1,1,1,1,1,1,0,20250414,20250427
259,1,1,1,1,1,0,0,20250414,20250427
260,1,1,1,1,1,0,0,20250328,20250329
261,1,1,1,1,1,0,0,20250402,20250427
262,1,1,1,1,1,0,0,20250328,20250427
263,0,0,0,0,0,1,0,20250328,20250329
264,1,1,1,1,1,1,0,20250328,20250329
265,0,0,0,0,0,1,0,20250402,20250427
266,1,1,1,1,1,0,0,20250402,20250427
267,1,1,1,1,1,0,0,20250328,20250329
268,1,1,1,1,1,1,0,20250402,20250427
269,1,1,1,1,1,1,0,20250328,20250329
270,1,1,1,1,1,1,0,20250403,20250427
271,0,0,0,0,0,0,1,20250328,20250329
272,0,0,0,0,0,0,1,20250403,20250427
273,0,0,0,0,0,0,1,20250328,20250329
274,0,0,0,0,0,0,1,20250403,20250427
275,0,0,0,0,0,1,0,20250414,20250427
276,1,1,1,1,1,0,0,20250414,20250427
277,0,0,0,0,0,1,0,20250328,20250412
278,1,1,1,1,1,0,0,20250328,20250412
279,1,1,1,1,1,1,0,20250403,20250427
280,1,1,1,1,1,1,0,20250328,20250329
281,1,1,1,1,1,0,0,20250402,20250427
282,1,1,1,1,1,0,0,20250328,20250329
283,1,1,1,1,1,1,0,20250328,20250427
284,1,1,1,1,1,0,0,20250328,20250427
285,1,1,1,1,1,1,0,20250328,20250427
286,1,1,1,1,1,0,0,20250328,20250427
287,1,1,1,1,1,1,0,20250328,20250427
288,1,1,1,1,1,0,0,20250328,20250427
289,1,1,1,1,1,1,0,20250328,20250427
290,1,1,1,1,1,0,0,20250328,20250427
291,1,1,1,1,1,0,1,20250328,20250427
292,1,1,1,1,1,0,0,20250328,20250427
293,1,1,1,1,1,1,0,20250328,20250427
294,0,0,0,0,0,0,1,20250328,20250427
295,1,1,1,1,1,0,1,20250328,20250427
296,1,1,1,1,1,0,0,20250328,20250427
297,1,1,1,1,1,1,0,20250328,20250427
298,1,1,1,1,1,0,0,20250328,20250427
299,1,1,1,1,1,0,1,20250328,20250427
300,1,1,1,1,1,1,0,20250328,20250427
301,1,1,1,1,1,1,0,20250328,20250427
302,1,1,1,1,1,0,0,20250328,20250427
303,1,1,1,1,1,0,1,20250328,20250427
304,1,1,1,1,1,1,0,20250328,20250329
305,1,1,1,1,1,1,0,20250402,20250427
306,1,1,1,1,1,1,0,20250328,20250427
307,0,0,0,0,0,1,0,20250328,20250427
308,1,1,1,1,1,0,0,20250328,20250427
309,1,1,1,1,1,0,0,20250328,20250427
310,1,1,1,1,1,0,0,20250328,20250427
311,1,1,1,1,1,1,1,20250402,20250427
312,1,1,1,1,1,1,0,20250402,20250427
313,1,1,1,1,1,0,0,20250402,20250427
314,0,0,0,0,0,1,0,20250402,20250427
315,1,1,1,1,1,0,1,20250402,20250427
316,1,1,1,1,1,1,0,20250402,20250427
317,1,1,1,1,1,0,1,20250402,20250427
318,1,1,1,1,1,1,1,20250402,20250427
319,1,1,1,1,1,0,0,20250402,20250427
320,0,0,0,0,0,1,0,20250402,20250427
321,1,1,1,1,1,0,0,20250402,20250410
322,1,1,1,1,1,0,0,20250328,20250329
323,1,1,1,1,1,0,0,20250419,20250427
324,1,1,1,1,1,0,0,20250413,20250413
325,1,1,1,1,1,0,0,20250419,20250427
326,1,1,1,1,1,0,0,20250402,20250410
327,1,1,1,1,1,0,0,20250413,20250413
328,1,1,1,1,1,0,0,20250328,20250329
329,1,1,1,1,1,0,0,20250413,20250413
330,1,1,1,1,1,0,0,20250419,20250427
331,1,1,1,1,1,0,0,20250402,20250410
332,1,1,1,1,1,0,0,20250328,20250329
333,1,1,1,1,1,0,0,20250402,20250427
334,0,0,0,0,0,1,0,20250402,20250427
335,1,1,1,1,1,0,0,20250402,20250427
336,1,1,1,1,1,1,0,20250402,20250427
337,1,1,1,1,1,0,0,20250328,20250329
338,1,1,1,1,1,0,0,20250402,20250427
339,1,1,1,1,1,0,0,20250402,20250427
340,1,1,1,1,1,0,0,20250328,20250329
341,1,1,1,1,1,0,0,20250402,20250427
342,1,1,1,1,1,0,0,20250402,20250427
343,1,1,1,1,1,0,0,20250328,20250329
344,0,0,0,0,0,0,1,20250328,20250328
345,1,1,1,1,1,0,0,20250328,20250328
346,1,1,1,1,1,0,1,20250402,20250427
347,1,1,1,1,1,0,0,20250402,20250427
348,0,0,0,0,0,0,1,20250402,20250427
349,1,1,1,1,1,0,1,20250328,20250328
350,1,1,1,1,1,0,0,20250328,20250329
351,0,0,0,0,1,0,0,20250328,20250329
352,0,0,0,0,0,1,0,20250402,20250427
353,0,0,0,0,1,0,0,20250402,20250427
354,0,0,0,0,0,1,0,20250328,20250329
355,1,1,1,1,1,0,0,20250402,20250427
356,1,1,1,1,1,0,0,20250328,20250329
357,0,0,0,0,0,1,0,20250328,20250329
358,1,1,1,1,1,0,0,20250402,20250427
359,0,0,0,0,0,1,0,20250402,20250427
360,0,0,0,0,1,0,0,20250328,20250329
361,0,0,0,0,0,1,0,20250402,20250427
362,0,0,0,0,1,0,0,20250402,20250427
363,0,0,0,0,0,1,0,20250328,20250329
364,0,0,0,0,0,1,0,20250402,20250427
365,1,1,1,1,1,0,0,20250328,20250329
366,0,0,0,0,0,1,0,20250328,20250329
367,1,1,1,1,1,0,0,20250402,20250427
368,1,1,1,1,1,0,0,20250328,20250329
369,0,0,0,0,0,1,0,20250328,20250329
370,1,1,1,1,1,0,0,20250402,20250427
371,0,0,0,0,0,1,0,20250402,20250427
372,1,1,1,1,1,1,0,20250402,20250427
373,1,1,1,1,1,1,0,20250328,20250329
374,1,1,1,1,1,0,0,20250328,20250329
375,1,1,1,1,1,0,0,20250402,20250410
376,1,1,1,1,1,0,0,20250419,20250427
377,1,1,1,1,1,0,0,20250413,20250413
378,0,0,0,0,0,0,1,20250328,20250329
379,1,1,1,1,1,0,0,20250328,20250329
380,1,1,1,1,1,0,0,20250402,20250427
381,0,0,0,0,0,1,0,20250328,20250329
382,0,0,0,0,0,1,0,20250402,20250427
383,1,1,1,1,1,1,0,20250402,20250427
384,1,1,1,1,1,1,0,20250328,20250329
385,0,0,0,0,0,0,1,20250402,20250427
386,1,1,1,1,1,0,0,20250328,20250329
387,1,1,1,1,1,0,0,20250402,20250427
388,1,1,1,1,1,0,0,20250328,20250329
389,1,1,1,1,1,0,0,20250402,20250427
390,1,1,1,1,1,0,0,20250402,20250427
391,1,1,1,1,1,0,0,20250402,20250427
392,1,1,1,1,1,0,0,20250402,20250427
393,1,1,1,1,1,0,1,20250402,20250427
394,0,0,0,0,0,1,0,20250402,20250427
395,1,1,1,1,1,0,1,20250402,20250427
396,0,0,0,0,0,1,0,20250402,20250427
397,1,1,1,1,1,1,1,20250402,20250427
398,0,0,0,0,0,1,0,20250402,20250427
399,1,1,1,1,1,1,1,20250402,20250427
400,1,1,1,1,1,0,1,20250402,20250427
401,1,1,1,1,1,0,0,20250402,20250427
402,0,0,0,0,0,1,0,20250403,20250427
403,1,1,1,1,1,0,0,20250328,20250329
404,0,0,0,0,0,1,0,20250328,20250329
405,1,1,1,1,1,0,0,20250403,20250427
406,1,1,1,1,1,1,0,20250403,20250427
407,1,1,1,1,1,1,0,20250328,20250329
408,1,1,1,1,1,0,0,20250402,20250427
409,1,1,1,1,1,0,0,20250328,20250329
410,1,1,1,1,1,1,0,20250402,20250427
411,1,1,1,1,1,0,0,20250402,20250427
412,0,0,0,0,0,1,0,20250402,20250427
413,1,0,0,0,0,0,0,20250402,20250427
414,1,0,0,0,0,0,0,20250328,20250329
415,1,1,1,1,1,0,0,20250328,20250329
416,1,1,1,1,1,0,0,20250402,20250427
417,1,1,1,1,1,1,0,20250402,20250427
418,1,1,1,1,1,0,0,20250328,20250329
419,1,1,1,1,1,0,0,20250402,20250427
420,1,1,1,1,1,1,0,20250328,20250329
421,1,1,1,1,1,0,0,20250402,20250427
422,1,1,1,1,1,0,0,20250328,20250329
423,1,1,1,1,1,0,0,20250328,20250427
424,1,1,1,1,1,0,0,20250402,20250427
425,0,0,0,0,0,1,0,20250328,20250329
426,1,1,1,1,1,1,0,20250328,20250329
427,1,1,1,1,1,0,0,20250328,20250329
428,0,0,0,0,0,1,0,20250402,20250427
429,1,1,1,1,1,1,0,20250402,20250427
430,1,1,1,1,1,0,0,20250402,20250427
431,1,1,1,1,1,0,0,20250402,20250427
432,1,1,1,1,1,0,0,20250402,20250427
433,1,1,1,1,1,0,0,20250328,20250427
434,1,1,1,1,1,0,0,20250402,20250427
435,0,0,0,0,0,0,1,20250402,20250427
436,1,1,1,1,1,0,0,20250419,20250427
437,0,0,0,0,0,1,0,20250402,20250410
438,0,0,0,0,0,1,0,20250419,20250427
439,1,1,1,1,1,0,0,20250328,20250329
440,1,1,1,1,1,1,0,20250413,20250417
441,1,1,1,1,1,1,0,20250328,20250329
442,1,1,1,1,1,1,0,20250402,20250410
443,0,0,0,0,0,1,0,20250413,20250417
444,1,1,1,1,1,1,0,20250419,20250427
445,1,1,1,1,1,0,0,20250413,20250417
446,0,0,0,0,0,1,0,20250328,20250329
447,1,1,1,1,1,0,0,20250402,20250410
448,1,1,1,1,1,0,0,20250328,20250329
449,1,1,1,1,1,0,0,20250402,20250427
450,1,1,1,1,1,0,0,20250402,20250427
451,1,1,1,1,1,0,0,20250328,20250329
452,1,1,1,1,1,0,0,20250328,20250329
453,1,1,1,1,1,0,0,20250402,20250427
454,1,1,1,1,1,0,0,20250328,20250427
455,1,1,1,1,1,0,0,20250328,20250329
456,1,1,1,1,1,0,0,20250406,20250427
457,1,1,1,1,1,0,0,20250402,20250405
458,1,1,1,1,1,0,0,20250402,20250427
459,1,1,1,1,1,0,0,20250328,20250329
460,0,0,0,0,0,1,0,20250328,20250329
461,1,1,1,1,1,1,0,20250328,20250329
462,0,0,0,0,0,1,0,20250403,20250427
463,1,1,1,1,1,0,0,20250328,20250329
464,1,1,1,1,1,0,0,20250403,20250427
465,1,1,1,1,1,1,0,20250403,20250427
466,1,1,1,1,1,0,0,20250402,20250427
467,0,0,0,0,0,1,0,20250402,20250427
468,1,1,1,1,1,0,0,20250328,20250329
469,0,0,0,0,0,1,0,20250328,20250329
470,1,1,1,1,1,0,0,20250328,20250329
471,1,1,1,1,1,0,0,20250403,20250427
472,1,1,1,1,1,1,0,20250403,20250427
473,1,1,1,1,1,1,0,20250328,20250329
474,1,1,1,1,1,0,0,20250328,20250329
475,0,0,0,0,0,1,0,20250328,20250329
476,1,1,1,1,1,0,0,20250403,20250427
477,0,0,0,0,0,1,0,20250403,20250427
478,1,1,1,1,1,0,0,20250402,20250427
479,1,1,1,1,1,0,0,20250402,20250410
480,1,1,1,1,1,0,0,20250413,20250413
481,1,1,1,1,1,0,0,20250328,20250329
482,1,1,1,1,1,0,0,20250419,20250427
483,1,1,1,1,1,1,0,20250328,20250329
484,0,0,0,0,0,0,1,20250402,20250427
485,1,1,1,1,1,0,0,20250402,20250427
486,1,1,1,1,1,1,0,20250402,20250427
487,0,0,0,0,0,0,1,20250328,20250329
488,1,1,1,1,1,0,0,20250328,20250329
489,1,1,1,1,1,0,0,20250402,20250427
490,1,1,1,1,1,0,0,20250328,20250329
491,1,1,1,1,1,0,0,20250402,20250427
492,1,1,1,1,1,0,0,20250328,20250329
493,1,1,1,1,1,0,0,20250402,20250427
494,1,1,1,1,1,0,0,20250328,20250329
495,1,1,1,1,1,0,0,20250402,20250410
496,1,1,1,1,1,0,0,20250421,20250427
497,1,1,1,1,1,0,0,20250418,20250419
498,1,1,1,1,1,0,0,20250413,20250413
499,1,1,1,1,1,0,0,20250418,20250419
500,1,1,1,1,1,0,0,20250402,20250410
501,1,1,1,1,1,0,0,20250328,20250329
502,1,1,1,1,1,0,0,20250421,20250427
503,1,1,1,1,1,0,0,20250413,20250413
504,0,0,0,0,0,1,0,20250402,20250410
505,1,1,1,1,1,0,0,20250413,20250417
506,1,1,1,1,1,0,0,20250328,20250329
507,0,0,0,0,0,1,0,20250419,20250427
508,0,0,0,0,0,1,0,20250328,20250329
509,0,0,0,0,0,1,0,20250413,20250417
510,1,1,1,1,1,0,0,20250419,20250427
511,1,1,1,1,1,0,0,20250402,20250410
512,1,1,1,1,1,0,0,20250328,20250329
513,1,1,1,1,1,0,0,20250402,20250427
514,1,1,1,1,1,0,0,20250328,20250329
515,0,0,0,0,0,1,0,20250328,20250329
516,0,0,0,0,0,1,0,20250402,20250427
517,1,1,1,1,1,0,0,20250402,20250427
518,1,1,1,1,1,0,0,20250402,20250427
519,1,1,1,1,1,1,0,20250328,20250329
520,0,0,0,0,0,1,0,20250402,20250427
521,1,1,1,1,1,1,0,20250402,20250427
522,0,0,0,0,0,1,0,20250328,20250329
523,1,1,1,1,1,0,0,20250328,20250329
524,1,1,1,1,1,0,0,20250418,20250419
525,1,1,1,1,1,0,0,20250421,20250427
526,1,1,1,1,1,0,0,20250328,20250329
527,1,1,1,1,1,0,0,20250413,20250413
528,1,1,1,1,1,0,0,20250402,20250410
529,1,1,1,1,1,1,0,20250328,20250328
530,1,1,1,1,1,1,0,20250402,20250427
531,1,1,1,1,1,0,0,20250403,20250427
532,1,1,1,1,1,0,0,20250328,20250329
533,1,1,1,1,1,0,0,20250328,20250329
534,1,1,1,1,1,0,0,20250403,20250427
535,1,1,1,1,1,0,0,20250328,20250329
536,1,1,1,1,1,0,0,20250402,20250427
537,1,1,1,1,1,0,0,20250328,20250329
538,1,1,1,1,1,0,0,20250402,20250427
539,1,1,1,1,1,0,0,20250328,20250329
540,1,1,1,1,1,0,0,20250402,20250427
541,1,1,1,1,1,0,0,20250328,20250427
542,0,0,0,0,0,1,0,20250328,20250427
543,1,1,1,1,1,0,0,20250328,20250427
544,0,0,0,0,0,1,0,20250328,20250427
545,1,1,1,1,1,1,0,20250421,20250427
546,0,0,0,0,0,1,0,20250402,20250419
547,1,1,1,1,1,0,0,20250421,20250427
548,0,0,0,0,0,1,0,20250328,20250329
549,1,1,1,1,1,0,0,20250328,20250329
550,1,1,1,1,1,0,0,20250402,20250419
551,1,1,1,1,1,1,0,20250402,20250419
552,1,1,1,1,1,1,0,20250328,20250329
553,0,0,0,0,0,1,0,20250421,20250427
554,1,1,1,1,1,1,0,20250402,20250427
555,0,0,0,0,0,1,1,20250402,20250427
556,1,1,1,1,1,0,0,20250402,20250427
557,0,0,0,0,0,1,0,20250402,20250427
558,0,0,0,0,0,0,1,20250402,20250427
559,1,1,1,1,1,0,1,20250402,20250427
560,1,1,1,1,1,1,0,20250402,20250427
561,1,1,1,1,1,1,0,20250328,20250329
562,1,1,1,1,1,0,0,20250402,20250427
563,1,1,1,1,1,0,0,20250328,20250329
564,0,0,0,0,0,1,0,20250402,20250427
565,1,1,1,1,1,0,0,20250402,20250427
566,1,1,1,1,1,0,0,20250402,20250427
567,1,1,1,1,1,1,0,20250402,20250427
568,0,0,0,0,0,1,0,20250402,20250427
569,1,1,1,1,1,0,0,20250402,20250427
570,1,1,1,1,1,1,0,20250402,20250427
571,0,0,0,0,0,1,0,20250328,20250329
572,0,0,0,0,0,1,0,20250402,20250427
573,1,1,1,1,1,0,0,20250402,20250427
574,1,1,1,1,1,0,0,20250328,20250329
575,1,1,1,1,1,0,0,20250328,20250329
576,1,1,1,1,1,0,0,20250403,20250427
577,0,0,0,0,0,1,0,20250328,20250427
578,1,1,1,1,1,0,0,20250328,20250427
579,1,1,1,1,1,1,0,20250328,20250427
580,0,0,0,0,0,1,0,20250328,20250427
